municipality,score,strong,hasAmount,hasTarget,hasDeadline,title,url,snippet
"伊豆の国市","6","0","false","true","false","イベントカレンダー","https://www.city.izunokuni.shizuoka.jp/cgi-bin/event_cal_multi/calendar.cgi?year=2026&amp;month=7&amp;day=31&amp;type=3","伊豆の国市／イベントカレンダー このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 Foreign Language ホーム &gt; イベントカレンダー こ"
"伊豆の国市","6","0","false","true","false","イベントカレンダー","https://www.city.izunokuni.shizuoka.jp/cgi-bin/event_cal_multi/calendar.cgi?year=2026&amp;month=6","伊豆の国市／イベントカレンダー このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 Foreign Language ホーム &gt; イベントカレンダー こ"
"伊豆の国市","6","0","false","true","false","イベントカレンダー","https://www.city.izunokuni.shizuoka.jp/cgi-bin/event_cal_multi/calendar.cgi?year=2026&amp;month=8","伊豆の国市／イベントカレンダー このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 Foreign Language ホーム &gt; イベントカレンダー こ"
"伊豆の国市","6","0","false","true","false","イベントカレンダー","https://www.city.izunokuni.shizuoka.jp/cgi-bin/event_cal_multi/calendar.cgi","伊豆の国市／イベントカレンダー このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 Foreign Language ホーム &gt; イベントカレンダー こ"
"伊豆の国市","6","0","false","true","false","施設案内","https://www.city.izunokuni.shizuoka.jp/shisetsu/index.html","伊豆の国市／施設案内 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 施設案内 ツイート "
"伊豆の国市","6","0","false","true","false","伊豆の国市オープンデータ","https://www.city.izunokuni.shizuoka.jp/system/opendata/opendata.html","伊豆の国市／伊豆の国市オープンデータ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市政"
"伊豆の国市","6","0","false","true","false","伊豆の国市へのアクセス","https://www.city.izunokuni.shizuoka.jp/kankou/kanko/access.html","伊豆の国市／伊豆の国市へのアクセス このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 伊豆の"
"伊豆の国市","6","0","false","true","false","","https://www.city.izunokuni.shizuoka.jp/kids/index.html","伊豆の国市／キッズページ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; キッズページ こ"
"伊豆の国市","6","0","false","true","false","在宅医療と介護の連携相談窓口","https://www.city.izunokuni.shizuoka.jp/soudan/kenko/koureisha/zaitakumadoguti.html","伊豆の国市／在宅医療と介護の連携相談窓口 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; "
"伊豆の国市","6","0","false","true","false","このホームページについて","https://www.city.izunokuni.shizuoka.jp/about/index.html","伊豆の国市／このホームページについて このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; この"
"伊豆の国市","6","0","false","true","false","ウェブアクセシビリティ方針について","https://www.city.izunokuni.shizuoka.jp/accessibility/index.html","伊豆の国市／ウェブアクセシビリティ方針について このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &g"
"伊豆の国市","6","0","false","true","false","携帯サイト運用終了のお知らせ","https://www.city.izunokuni.shizuoka.jp/ketai/index.html","伊豆の国市／携帯サイト運用終了のお知らせ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; "
"伊豆の国市","6","0","false","true","false","伊豆長岡庁舎（本庁舎）","https://www.city.izunokuni.shizuoka.jp/hisyo/shisei/shiyakusho/honchosha.html","伊豆の国市／伊豆長岡庁舎（本庁舎） このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市政 "
"菊川市","6","0","false","false","true","","https://www.city.kikugawa.shizuoka.jp/kurashi/index.html","菊川市／くらし このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; くらし ここから本文です。 新着情報 2026年7月14日 危険物安全協会 2026年7月14日 菊川駅北まちづくりニュース（vol.7）を発行しました 2026年7月1"
"菊川市","6","0","false","false","true","","https://www.city.kikugawa.shizuoka.jp/kosodate/index.html","菊川市／子育て・教育 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 ここから本文です。 新着情報 2026年7月15日 新聞に掲載されました（小笠東小ニュース） 2026年7月15日 小笠北小の子供たちの様子をお知らせ"
"菊川市","6","0","false","false","true","","https://www.city.kikugawa.shizuoka.jp/sangyou/index.html","菊川市／産業・仕事 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 ここから本文です。 新着情報 2026年7月10日 【地域計画】地域計画の策定について 2026年7月10日 補助事業 2026年7月10日 【地域計画】"
"菊川市","6","0","false","false","true","よくある質問","https://www.city.kikugawa.shizuoka.jp/faq/index.html","菊川市／よくある質問 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; よくある質問 ここから本文です。 よくある質問 くらし 税金 上下水道 防災 消費生活 住宅・建築 &nbsp; 道路・河川・都市計画 子育て・教育 妊娠・子育て "
"菊川市","6","0","false","false","true","急患診療所のご案内","https://www.city.kikugawa.shizuoka.jp/kenkouchouju/kyuukan.html","菊川市／急患診療所のご案内 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 健康・福祉 &gt; 健康 &gt; 救急・病院 &gt; 急患診療所のご案内 健康・福祉 健康 福祉・介護 ここから本文です。 更新日：2026年5月8日 "
"菊川市","6","0","false","true","false","建設経済部茶業振興課","https://www.city.kikugawa.shizuoka.jp/chagyoushinkou/index.html","菊川市／建設経済部 茶業振興課 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市役所案内 &gt; 建設経済部 茶業振興課 組織から探す 総務部 総務部調整室 市長公室 総務課 地域支援課 危機管理部 危機管理課"
"菊川市","6","0","false","true","false","市の紹介","https://www.city.kikugawa.shizuoka.jp/hishokoho/shinoshoukai.html","菊川市／市の紹介 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市の概要 &gt; 市の紹介 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政"
"菊川市","6","0","false","true","false","アクセスマップ","https://www.city.kikugawa.shizuoka.jp/soumu/accessmap.html","菊川市／アクセスマップ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市役所案内 &gt; アクセスマップ 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川"
"菊川市","6","0","false","true","false","市の施策・計画","https://www.city.kikugawa.shizuoka.jp/shisei/shinoshisaku_keikaku/index.html","菊川市／市の施策・計画 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市の施策・計画 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・"
"菊川市","6","0","false","true","false","市有財産売却情報","https://www.city.kikugawa.shizuoka.jp/zaisei/siyuutibaikyakujouhou.html","菊川市／市有財産売却情報 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市有財産売却情報 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予"
"菊川市","6","0","false","false","true","菊川で農業はじめませんか？","https://www.city.kikugawa.shizuoka.jp/nourin/nougyoushoukai.html","菊川市／菊川で農業はじめませんか？ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 &gt; 農業 &gt; 菊川で農業はじめませんか？ ここから本文です。 更新日：2024年3月14日 &nbsp; 菊川で農業はじめませ"
"菊川市","6","0","false","true","false","テレビのデータ放送を活用した自治体広報情報サービス","https://www.city.kikugawa.shizuoka.jp/hishokoho/dbotan/dbotan.html","菊川市／テレビのデータ放送を活用した自治体広報情報サービス このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 広報・広聴・SNS &gt; テレビのデータ放送を活用した自治体広報情報サービス 市政情報 市の概要 市役"
"菊川市","6","0","false","true","false","菊川市こども家庭センター","https://www.city.kikugawa.shizuoka.jp/kosodate/kodomokateicenter.html","菊川市／こども家庭センター このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 子育て &gt; 相談 &gt; こども家庭センター 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中学校 学校"
"菊川市","6","0","false","true","false","菊川市","https://www.city.kikugawa.shizuoka.jp/uchida/news2.html","菊川市／内田小ニュース このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 小・中学校 &gt; 菊川市立内田小学校 &gt; 内田小ニュース 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中"
"菊川市","6","0","false","true","false","多文化共生推進講座","https://www.city.kikugawa.shizuoka.jp/chiikishien/tabunka/kouza.html","菊川市／多文化共生推進講座 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市民参加・多文化共生 &gt; 多文化共生推進講座 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nb"
"菊川市","6","0","false","false","true","催し情報","https://www.city.kikugawa.shizuoka.jp/moyooshi.html","菊川市／催し情報 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 催し情報 ここから本文です。 更新日：2014年11月1日 催し情報 【EnGAWA】ビジネスセミナーのご案内（2026年7月2日） 菊川市敬老会について（2026年7"
"菊川市","6","0","false","true","false","河城小学校ニュース","https://www.city.kikugawa.shizuoka.jp/kawashiro/news.html","菊川市／河城小ニュース このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 ホーム &gt; 子育て・教育 &gt; 小・中学校 &gt; 菊川市立河城小学校 &gt; 河城小ニュース ここから本文です。 菊東学舎( 菊東中ニュース 、 六郷小ニュース ) 河城小学校ニュース ☆ 年間予定・学校だより・下校時刻 &nbsp; 「車での送迎についてのお願い」（R7.7.3） 令和8年7月15日(水曜日) 3年 生"
"菊川市","6","0","false","true","false","更新情報","https://www.city.kikugawa.shizuoka.jp/shinchaku.html","菊川市／更新情報 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 更新情報 ここから本文です。 更新情報 3年 生き物紹介(河城小ニュース)（2026年7月15日） 菊川市文化協会（2026年7月15日） 菊川市民絵画コンクール（20"
"菊川市","6","0","false","true","false","菊川市くらしの便利帳","https://www.city.kikugawa.shizuoka.jp/shisei/kouhou/kurasinobenrichou.html","菊川市／菊川市くらしの便利帳 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 広報・広聴・SNS &gt; 菊川市くらしの便利帳 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &n"
"菊川市","6","0","false","true","false","保険・年金","https://www.city.kikugawa.shizuoka.jp/kurashi/hoken_nenkin/index.html","菊川市／保険・年金 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 保険・年金 くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上下水道 防災 消防本部&nbsp; 消費生活 住宅 交通・防犯 ペット・動物 死亡・火葬"
"菊川市","6","0","false","false","true","商工業","https://www.city.kikugawa.shizuoka.jp/sangyou/shoukougyou/index.html","菊川市／商工業 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 &gt; 商工業 産業・仕事 商工業 農業 労働・雇用 お茶 菊川市マスコットキャラクター「きくのん」 ここから本文です。 更新日：2026年6月29日 商工"
"菊川市","6","0","false","true","false","市の概要","https://www.city.kikugawa.shizuoka.jp/shisei/shinogaiyou/index.html","菊川市／市の概要 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市の概要 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政"
"菊川市","6","0","false","true","false","広報・広聴・SNS","https://www.city.kikugawa.shizuoka.jp/shisei/kouhou.html","菊川市／広報・広聴・SNS このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 広報・広聴・SNS 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政"
"菊川市","6","0","false","true","false","財政・予算・決算","https://www.city.kikugawa.shizuoka.jp/zaisei/zaisei_yosan_kessan.html","菊川市／財政・予算・決算 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 財政・予算・決算 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予"
"菊川市","6","0","false","true","false","行政経営（行財政改革）","https://www.city.kikugawa.shizuoka.jp/zaisei/gyouzaiseikaikaku.html","菊川市／行政経営（行財政改革） このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 行政経営（行財政改革） 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規"
"菊川市","6","0","false","true","false","監査","https://www.city.kikugawa.shizuoka.jp/shisei/kansa/index.html","菊川市／監査 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 監査 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政改革 監"
"菊川市","6","0","false","true","false","市民参加・多文化共生","https://www.city.kikugawa.shizuoka.jp/chiikishien/shiminsankatabunka.html","菊川市／市民参加・多文化共生 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市民参加・多文化共生 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 "
"菊川市","6","0","false","true","false","人権・男女共同参画","https://www.city.kikugawa.shizuoka.jp/shisei/jinken_danjo/index.html","菊川市／人権・男女共同参画 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 人権・男女共同参画 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政"
"菊川市","6","0","false","true","false","交流","https://www.city.kikugawa.shizuoka.jp/shisei/kouryuu/index.html","菊川市／交流 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 交流 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政改革 監"
"御前崎市","6","0","false","true","false","市役所等電話番号案内","https://www.city.omaezaki.shizuoka.jp/soshiki/somu/gaiyo/soshiki/denwa.html","市役所等電話番号案内／御前崎市公式ホームページ 本文へ移動 文字サイズ変更 背景色変更 音声読み上げ サイトマップ 総合トップへ くらしの情報トップへ 子どもたちの夢と 希望があふれるまち御前崎 「注目キーワード」 御前崎市役所 〒437-1692 静岡県御前崎市池新田5585番地 電話番号：0537-85-1111（代表） 業務時間：午前8時15分から午後5時 OMAEZAKI-CITY 閲覧支援/Select Language メインメニュー 防災・防犯・消防 Disaster prevention くらし・手"
"牧之原市","6","0","false","true","false","外国語への対応（Foreign language）","https://www.city.makinohara.shizuoka.jp/soshiki/7/foreign-language.html","外国語への対応（Foreign language） - 牧之原市ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 当サイトはjavascrptを使用しています。javascrptの設定を有効にしてご覧ください。 本文へ サイトマップ Foreign language 閲覧補助 背景色 白 黒 青 文字サイズ 標準 拡大 メニュー くらし・手続き 市の暮らしに必要な戸籍や住民票の手続きから、ごみや住まいなどに関する情報を発信しています。 子育て・健康・福祉 市の子育て、健康・福祉に関する施設"
"牧之原市","6","0","false","true","false","広報まきのはら","https://www.city.makinohara.shizuoka.jp/site/koho/","広報まきのはら - 牧之原市ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 当サイトはjavascrptを使用しています。javascrptの設定を有効にしてご覧ください。 本文へ サイトマップ Foreign language 閲覧補助 背景色 白 黒 青 文字サイズ 標準 拡大 メニュー くらし・手続き 市の暮らしに必要な戸籍や住民票の手続きから、ごみや住まいなどに関する情報を発信しています。 子育て・健康・福祉 市の子育て、健康・福祉に関する施設、支援・助成制度などに関する情報を発"
"牧之原市","6","0","false","true","false","組織でさがす","https://www.city.makinohara.shizuoka.jp/soshiki/","組織でさがす - 牧之原市ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 当サイトはjavascrptを使用しています。javascrptの設定を有効にしてご覧ください。 本文へ サイトマップ Foreign language 閲覧補助 背景色 白 黒 青 文字サイズ 標準 拡大 メニュー くらし・手続き 市の暮らしに必要な戸籍や住民票の手続きから、ごみや住まいなどに関する情報を発信しています。 子育て・健康・福祉 市の子育て、健康・福祉に関する施設、支援・助成制度などに関する情報を発信"
